"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"CBFBP","https://www.qualibat.com/resultat-de-la-recherche/cbfbp-87068","ZONE ARTISANALE DE LA VAIRIE, 72300 PRECIGNE","0243959433","bourdeau72@orange.fr","4419608040","44196080400025","6",321757,72,"31"
"EURL GUILLARD","https://www.qualibat.com/resultat-de-la-recherche/eurl-guillard-99211","RUE DU GENERAL DE GAULLE, 72370 LE BREIL SUR MERIZE","0243826990","eurlguillard@orange.fr","4899130950","48991309500027","3",234908,72,"31"
"SARL CHARPENTES PASCAL ROCHETEAU","https://www.qualibat.com/resultat-de-la-recherche/sarl-charpentes-pascal-rocheteau-139034","7 RUE DU PARC, 72390 DOLLON","0243715222","pascal.rocheteau701@orange.fr","4411253090","44112530900019","7",470672,72,"31"
"EURL LEHOUX GUILLAUME","https://www.qualibat.com/resultat-de-la-recherche/eurl-lehoux-guillaume-167460","4 BIS RUE DE L'HOMMEAU, 72500 THOIRE SUR DINAN","0642183166","lehoux.charpentecouverture@hotmail.com","8228851660","82288516600022","8",465951,72,"31"
"NG CHARPENTE COUVERTURE","https://www.qualibat.com/resultat-de-la-recherche/ng-charpente-couverture-186068","LA BUTTE, 72440 BOULOIRE","0633791355","ngcharpentecouverture@gmail.com","8895679540","88956795400017","1",160000,72,"31"
"EURL BASTARD","https://www.qualibat.com/resultat-de-la-recherche/eurl-bastard-102825","LA GILBERDIERE, 72800 LA CHAPELLE AUX CHOUX","0243949202","bastard.l@wanadoo.fr","4051989790","40519897900016","6",356188,72,"31"
"MCCE","https://www.qualibat.com/resultat-de-la-recherche/mcce-77196","ZA DU PETIT RAIDIT, 72220 TELOCHE","0243420031","mcce.charpente@wanadoo.fr","4427937170","44279371700020","8",662853,72,"31"
"SARL NG SERVICES","https://www.qualibat.com/resultat-de-la-recherche/sarl-ng-services-105685","ZAC DU DINDO 8 ALLÉE DU DINDO, 72560 CHANGE","0953864962","contact@ngservices.fr","5004585000","50045850000047","4",1200000,72,"31"
"RENOU COUVERTURE","https://www.qualibat.com/resultat-de-la-recherche/renou-couverture-114258","L'AUGOTTERIE, 72600 LOUVIGNY","0243342035","sarlrenoucouverture@gmail.com","4843576450","48435764500015","7",451000,72,"31"
"AK CHARPENTE","https://www.qualibat.com/resultat-de-la-recherche/ak-charpente-182303","7 LE VAL DE PIERRE, 72140 PEZE LE ROBERT","0619180742","akcharpente72@gmail.com","8450522320","84505223200012","4",210000,72,"31"
"THIERRY LECORNUE","https://www.qualibat.com/resultat-de-la-recherche/thierry-lecornue-110980","10 ROUTE DU LOUÉ, 72350 BRULON","0243959982","lecornue.thierry@orange.fr","4329613650","43296136500017","3",361875,72,"31"
"BEUCHER SARL","https://www.qualibat.com/resultat-de-la-recherche/beucher-sarl-98835","LES ARDRIERS, 72220 LAIGNE EN BELIN","0243422366","beucher.gsarl@wanadoo.fr","3230870720","32308707200035","12",953090,72,"31"
"COURBOULAY JC SARL","https://www.qualibat.com/resultat-de-la-recherche/courboulay-jc-sarl-14634","6 AVENUE DU MANS, 72650 LA BAZOGE","0243254155","accueil@courboulay.com","4435781090","44357810900011","21",1430000,72,"31"
"EV@NE'SARTHE STOREFERM","https://www.qualibat.com/resultat-de-la-recherche/ev-ne-sarthe-storeferm-80071","188- 192 AVENUE OLIVIER HEUZE, 72000 LE MANS","0243234959","contact@storeferm.fr","4520565000","45205650000021","4",521906,72,"31"
"DLB COUVERTURE","https://www.qualibat.com/resultat-de-la-recherche/dlb-couverture-93741","28 BD PIERRE LEFAUCHEUX ZONE INDUSTRIELLE SUD, 72100 LE MANS","0243166190","contact@dlb-couverture.fr","3490844750","34908447500038","11",1390000,72,"31"
"BIZIERE","https://www.qualibat.com/resultat-de-la-recherche/biziere-80507","RUE DES ETURCIES ZONE ARTISANALE, 72200 LA FLECHE","0243941318","contact@biziere.com","4385849060","43858490600020","14",1120000,72,"31"
