"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"A. GREFFIER AGENCEMENTS INTERIEURS","https://www.qualibat.com/resultat-de-la-recherche/a-greffier-agencements-interieurs-171320","1430 ROUTE D'ANNECY, 74540 VIUZ LA CHIESAZ","0000000000","cpgreffier@orange.fr","7527066300","75270663000023","7",531000,74,"62"
"RESIMAT","https://www.qualibat.com/resultat-de-la-recherche/resimat-36689","195 RUE DES VERGERS Z.I. DES DRAGIEZ, 74800 LA ROCHE SUR FORON","0450030594","contact@resimat.fr","3445352570","34453525700028","4",629050,74,"62"
"FALDA PERE ET FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/falda-pere-et-fils-sarl-36444","3 ROUTE DES VIGNES B.P. 96, 74164 ST JULIEN EN GENEVOIS","0450492386","info@falda.fr","3087037500","30870375000023","14",3670000,74,"62"
"BOYER & FILS SAS","https://www.qualibat.com/resultat-de-la-recherche/boyer-fils-sas-87786","6 RUE DU BARGY BP 8002, 74300 CLUSES","0450963337","sasboyeretfils@gmail.com","5245033640","52450336400019","11",1090000,74,"62"
"GAYDON ALEXIS","https://www.qualibat.com/resultat-de-la-recherche/gaydon-alexis-96787","520 E ROUTE DE LA MERNAZ, 74110 MORZINE","0450791558","gaydoncarrelage@gmail.com","4875205040","48752050400027","3",188000,74,"62"
"TECHNIDALLE  SAS","https://www.qualibat.com/resultat-de-la-recherche/technidalle-sas-37088","ZI LES BRACOTS 156, RUE DE CORNILLAT, 74890 BONS EN CHABLAIS","0450852581","info@technidalle.com","4304520110","43045201100025","30",5630000,74,"62"
"COTTENCEAU J-LUC","https://www.qualibat.com/resultat-de-la-recherche/cottenceau-j-luc-84915","32 AVENUE DES MELEZES, 74300 THYEZ","0450894076","cottenceau-sol@orange.fr","5101678770","51016787700024","2",244788,74,"62"
"SOLS CONFORT - SARL JEAN MARIE JACQUET & CIE","https://www.qualibat.com/resultat-de-la-recherche/sols-confort---sarl-jean-marie-jacquet-cie-130801","120 AVENUE DE GENEVE, 74200 THONON LES BAINS","0450703054","contact@solsconfort.fr","8050335600","80503356000014","18",2820000,74,"62"
"SAVOISIENNE DE CARRELAGE ET MOQUETTE","https://www.qualibat.com/resultat-de-la-recherche/savoisienne-de-carrelage-et-moquette-36604","8, RUE DU VIEUX MOULIN ZONE ACTIGONE 3, 74960 MEYTHET","0450220767","scmsa@free.fr","3169712170","31697121700039","15",1570000,74,"62"
"GREFFIER","https://www.qualibat.com/resultat-de-la-recherche/greffier-36873","ZI DES CHAMPS DE LA PIERRE, 74540 ALBY SUR CHERAN","0450467697","commercial-greffier@orange.fr","4485667370","44856673700046","9",1860000,74,"62"
"CHAMBEL","https://www.qualibat.com/resultat-de-la-recherche/chambel-36883","685 ROUTE DE LA PLAN MOUILLE, 74920 COMBLOUX","0450586827","chambel-carrelage@orange.fr","3909637670","39096376700020","15",1710000,74,"62"
"ARTI-SOLS  SARL","https://www.qualibat.com/resultat-de-la-recherche/arti-sols-sarl-36669","LE GRAND EPAGNY 417 AVENUE DU  CENTRE METZ TESSY, 74330 EPAGNY","0450221748","arti-sols@arti-sols.fr","3384582350","33845823500011","22",4640000,74,"62"
"LAPORTE","https://www.qualibat.com/resultat-de-la-recherche/laporte-36493","66, RUE DES CHENES ZA DES GLIERES BP 60358, 74807 SAINT-PIERRE-EN-FAUCIGNY CEDEX","0450970412","laportesarl@wanadoo.fr","4813315850","48133158500028","6",1180000,74,"62"
