"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"BONNIN DA SILVA","https://www.qualibat.com/resultat-de-la-recherche/bonnin-da-silva-23055","LE HAUT DE CREUX BP 23, 18300 SANCERRE","0248792190","contact@bonnindasilva.com","3301088790","33010887900033","32",2510000,18,"31"
"FLEURIER GERARD (SARL)","https://www.qualibat.com/resultat-de-la-recherche/fleurier-gerard-sarl--23070","64 ROUTE DE COSNE LE GUE DE PIERRE, 18240 BOULLERET","0248723097","gfleurier@orange.fr","3537677260","35376772600014","14",1630000,18,"31"
"DANGERON ET FILS (SARL)","https://www.qualibat.com/resultat-de-la-recherche/dangeron-et-fils-sarl--23065","13 CHEMIN DU PETIT FROMANGEUX, 18110 VIGNOUX SOUS LES AIX","0248646085","geraldine.dangeron@wanadoo.fr","3928271760","39282717600018","3",380322,18,"31"
"ASSIMON","https://www.qualibat.com/resultat-de-la-recherche/assimon-23305","3 ROUTE DE TRENAY, 18270 CULAN","0248566739","sarlassimon@orange.fr","3787098360","37870983600027","4",267493,18,"31"
"SARL DESABRES","https://www.qualibat.com/resultat-de-la-recherche/sarl-desabres-108408","7 RUE DU GRAND MEAULNES, 18360 SAULZAIS LE POTIER","0248630824","frederic.desabres@orange.fr","3876842100","38768421000025","7",558497,18,"31"
"EMANUEL MAURET","https://www.qualibat.com/resultat-de-la-recherche/emanuel-mauret-181273","ROUTE DE BOURGES LES SABLONS, 18160 LIGNIERES","0248566331","emanuel.mauret@gmail.com","5041874930","50418749300011","4",222772,18,"31"
"TOITS DE FRANCE (LES)  SARL","https://www.qualibat.com/resultat-de-la-recherche/toits-de-france-les-sarl-23109","13 CHEMIN DE MONTBOULIN ZI, 18000 ASNIERES LES BOURGES","0248654316","sarl.lestoitsdefrance@wanadoo.fr","3204982640","32049826400029","13",1210000,18,"31"
"ESTEVES GARCIA JOAO","https://www.qualibat.com/resultat-de-la-recherche/esteves-garcia-joao-118653","PROTECT BOIS 7 RUE GEORGE SAND, 18230 ST DOULCHARD","0248240038","esteves.garcia@wanadoo.fr","3538865260","35388652600030","3",221282,18,"31"
"LE MOIGNE STEPHANE","https://www.qualibat.com/resultat-de-la-recherche/le-moigne-stephane-136734","543 RUE ANDRE ET EDOUARD MICHELIN, 18230 ST DOULCHARD","0248020473","contact@lemoigne-couverture.fr","4788261180","47882611800026","13",1240000,18,"31"
"PICARD COUVERTURE EURL","https://www.qualibat.com/resultat-de-la-recherche/picard-couverture-eurl-181694","5 RUE JOLIOT CURIE ZI DE MALITORNE, 18230 ST DOULCHARD","0248241654","sbcc18230@gmail.com","8525158080","85251580800016","5",352891,18,"31"
"A2C BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/a2c-batiment-184508","8 RUE DU BAS DE GRANGE, 18100 VIERZON","0688603971","a2c.batiment18@gmail.com","8796174470","87961744700013","3",NaN,18,"31"
"BOTHEREAU BRUNO","https://www.qualibat.com/resultat-de-la-recherche/bothereau-bruno-107144","40 LE VIVIER, 18410 BRINON SUR SAULDRE","0248585716","bruno.bothereau@wanadoo.fr","4392792250","43927922500023","2",245376,18,"31"
"PLEUCHOT COUVERTURE","https://www.qualibat.com/resultat-de-la-recherche/pleuchot-couverture-173995","CHEMIN DE NIZEROLLES, 18130 DUN SUR AURON","0684153245","pleuchotbatiment@gmail.com","5033223310","50332233100029","15",1290000,18,"31"
"GUILLAUMOT WILLIAM (SAS)","https://www.qualibat.com/resultat-de-la-recherche/guillaumot-william-sas--23077","16 RUE DU PRE DE CHAPPES, 18300 ST SATUR","0248540472","sa.guillaumot@wanadoo.fr","3790642560","37906425600025","16",1520000,18,"31"
"MALICET MICHAEL","https://www.qualibat.com/resultat-de-la-recherche/malicet-michael-127686","LES PRES BLEUS, 18240 SANTRANGES","0248724085","cacm.michael@orange.fr","7922972930","79229729300021","4",133972,18,"31"
"HEMERY (SARL)","https://www.qualibat.com/resultat-de-la-recherche/hemery-sarl--23080","162, RUE DE VAUVERT, 18000 BOURGES","0248502581","hemeryadmin@orange.fr","5737207940","57372079400037","20",2210000,18,"31"
"PASQUET CYRIL","https://www.qualibat.com/resultat-de-la-recherche/pasquet-cyril-124445","LIEU-DIT LE PRESSOIR, 18240 SAVIGNY EN SANCERRE","0248725987","pasquet.stephanie@wanadoo.fr","4032438500","40324385000027","3",221519,18,"31"
"SAS THIERRY APERT","https://www.qualibat.com/resultat-de-la-recherche/sas-thierry-apert-23022","29 RUE SAINT FIACRE, 18380 LA-CHAPELLE-D'ANGILLON","0248734044","thierry.apert@orange.fr","4036059750","40360597500016","12",959471,18,"31"
"RIOTTE EURL","https://www.qualibat.com/resultat-de-la-recherche/riotte-eurl-23102","16 RUE DU 11 NOVEMBRE, 18600 SANCOINS","0248746180","eurl.riotte@orange.fr","4845473930","48454739300013","9",783392,18,"31"
