"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"PICARD MENUISERIE SERVICE","https://www.qualibat.com/resultat-de-la-recherche/picard-menuiserie-service-113155","6 ROUTE DE THURAGEAU BOUSSAIS, 86380 SAINT MARTIN LA PALLU","0672780490","picardpms86@aol.com","4935588030","49355880300018","1",92313,86,"35"
"RIBARDIERE MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/ribardiere-menuiserie-173185","ZA LES CARTES, 86800 SEVRES ANXAUMONT","0549565192","ribardieremenuiserie@gmail.com","8351296280","83512962800011","7",527859,86,"35"
"SARL CHAUVIN PATRICE","https://www.qualibat.com/resultat-de-la-recherche/sarl-chauvin-patrice-116589","1 RUE DE CHAMP PIVERT, 86470 LAVAUSSEAU","0549437585","patricechauvin@wanadoo.fr","4413067760","44130677600010","10",1090000,86,"35"
"AIR'ALU MENUISERIES","https://www.qualibat.com/resultat-de-la-recherche/air-alu-menuiseries-145676","3 RUE DES ENTREPRENEURS ZONE DE LA REPUBLIQUE, 86000 POITIERS","0966978095","info@airalumenuiseries.fr","8023292760","80232927600025","4",660315,86,"35"
"MENUISERIE CHAUVINOISE","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-chauvinoise-97007","ZA LA CARTE, 86800 JARDRES","0549473422","contact@menuiseriechauvinoise.com","4911538620","49115386200025","12",1280000,86,"35"
"PIERRE SERGE","https://www.qualibat.com/resultat-de-la-recherche/pierre-serge-142990","1 CHEMIN DU CHAMP POTIN PUY LONCHARD, 86170 CISSE","0960382278","serpierre@wanadoo.fr","5337700790","53377007900028","1",131269,86,"35"
"SARL VERCRUYCE","https://www.qualibat.com/resultat-de-la-recherche/sarl-vercruyce-105089","1 ROUTE DE TOULIFAULT, 86540 THURE","0549908144","dominique.vercruyce@wanadoo.fr","5380339110","53803391100016","3",171500,86,"35"
"SARL FERMETURES ALAIN MARIETTE","https://www.qualibat.com/resultat-de-la-recherche/sarl-fermetures-alain-mariette-114204","38 RUE DE LA CROIX BERTHON, 86170 NEUVILLE DE POITOU","0549516058","alain.mariette-86@orange.fr","5118353080","51183530800012","9",1690000,86,"35"
"BOUJU JEROME - ATELIER DE L'OBSERVATOIRE","https://www.qualibat.com/resultat-de-la-recherche/bouju-jerome---atelier-de-l-observatoire-113253","11 IMPASSE DE L'OBSERVATOIRE, 86190 QUINCAY","0610196426","bjerom@hotmail.com","4453010130","44530101300022","1",75289,86,"35"
"SARL SERRURERIE METALLERIE ROCHELAISE","https://www.qualibat.com/resultat-de-la-recherche/sarl-serrurerie-metallerie-rochelaise-111616","ZA LES CHAUMETTES, 86270 LA ROCHE POSAY","0549861979","herve.boireau@gmail.com","7989501680","79895016800012","1",192412,86,"35"
"POITOU TRAVAUX SARL","https://www.qualibat.com/resultat-de-la-recherche/poitou-travaux-sarl-107165","19 BIS ZA DU BOIS DE LA GREVE, 86380 VENDEUVRE DU POITOU","0516831029","contact@poitou-travaux.fr","7952782660","79527826600023","3",463518,86,"35"
