"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"EURL ROBERT XAVIER","https://www.qualibat.com/resultat-de-la-recherche/eurl-robert-xavier-151669","1 RUE DU DOLMEN, 28500 MONTREUIL","0237430077","eurlrobert@laposte.net","4526320860","45263208600016","1",176053,28,"41"
"MACONNERIE TRAVAUX DIVERS LEROY","https://www.qualibat.com/resultat-de-la-recherche/maconnerie-travaux-divers-leroy-166724","21 BIS GRANDE RUE, 28700 MAISONS","0237246581","mtdleroy@aol.com","3794893390","37948933900018","9",806161,28,"41"
"VEDIE MANUEL","https://www.qualibat.com/resultat-de-la-recherche/vedie-manuel-115555","8 LA VALLEE DE VAUGUERIN, 28200 ST DENIS LES PONTS","0620552906","eurl.vediemanuel@gmail.com","5141421080","51414210800026","3",319324,28,"41"
"MT2-SYSTEMS","https://www.qualibat.com/resultat-de-la-recherche/mt2-systems-172008","MOULIN DES CORDELIERS MOULIN DES CORDELIERS, 28260 ANET","0786967807","contact@mt2-systems.com","8307539920","83075399200015","1",90000,28,"41"
"THIERRY CHRISTOPHE EURL","https://www.qualibat.com/resultat-de-la-recherche/thierry-christophe-eurl-85043","ZI DE ST SEVERIN II, 28220 CLOYES SUR LE LOIR","0237985002","eurlthierryc@wanadoo.fr","4138618160","41386181600028","5",673373,28,"41"
"SARL CORDERY PERE & FILS DEPUIS 1998","https://www.qualibat.com/resultat-de-la-recherche/sarl-cordery-pere-fils-depuis-1998-117666","18 RUE DE L'ECU, 28190 COURVILLE SUR EURE","0237233715","menuiserie.courvilloise@wanadoo.fr","4832291670","48322916700018","8",584057,28,"41"
"JP AMARAL SARL","https://www.qualibat.com/resultat-de-la-recherche/jp-amaral-sarl-120426","26 RUE DES CARRIERES, 28700 BLEURY SAINT SYMPHORIEN","0237315703","amaral.ent@gmail.com","7890307560","78903075600025","10",550575,28,"41"
"GT CONCEPT","https://www.qualibat.com/resultat-de-la-recherche/gt-concept-118753","6B RUE DES CLOSEAUX, 28320 YMERAY","0237907704","gilles.trin@gtconcept28.fr","5081583180","50815831800024","2",341539,28,"41"
"ART-ISOL","https://www.qualibat.com/resultat-de-la-recherche/art-isol-81491","1 BIS RUE TUILERIE, 28700 OYSONVILLE","0962583308","artisol28@orange.fr","5041740200","50417402000017","9",1070000,28,"41"
"ANFRAY PHILIPPE EURL","https://www.qualibat.com/resultat-de-la-recherche/anfray-philippe-eurl-23384","17 RUE DE LA SENTE AUX PRÊTRES, 28120 SANDARVILLE","0237253006","eurl.anfray@orange.fr","3380787770","33807877700020","7",981382,28,"41"
"BACKES GUILLAUME","https://www.qualibat.com/resultat-de-la-recherche/backes-guillaume-170015","3 RUE DE LA NOUE, 28700 ROINVILLE","0760745057","bgplaquiste@gmail.com","5310436020","53104360200014","1",73023,28,"41"
"HERMAN PHILIPPE","https://www.qualibat.com/resultat-de-la-recherche/herman-philippe-104468","2 LD LES TELLIERS, 28120 VIEUVICQ","0237960352","philippe.herman28@gmail.com","4808564590","48085645900023","2",183624,28,"41"
"FERNANDES SAMUEL","https://www.qualibat.com/resultat-de-la-recherche/fernandes-samuel-182063","ZI NORD 4 RUE DE LA GARENNE, 28100 DREUX","0237424806","sarlsamuelfernandes@hotmail.com","8502041400","85020414000014","13",1060000,28,"41"
"MARTIN (SARL)","https://www.qualibat.com/resultat-de-la-recherche/martin-sarl--89519","20 AVENUE GUSTAVE EIFFEL ESPACE ATLANTIC, 28630 GELLAINVILLE","0979997593","contact@martin-platrerie.com","5303445890","53034458900037","7",1040000,28,"41"
"BATI M2G","https://www.qualibat.com/resultat-de-la-recherche/bati-m2g-23764","18 BIS RUE DE BÉVILLE AUZAINVILLE, 28700 FRANCOURVILLE","0237249883","batim2g@orange.fr","4304183500","43041835000020","3",633531,28,"41"
"RENO'DECO","https://www.qualibat.com/resultat-de-la-recherche/reno-deco-160509","6 RUE DU BOIS PARIS LIEUDIT MONDETOUR, 28630 NOGENT LE PHAYE","0971001399","renodeco28@outlook.fr","7902119320","79021193200013","5",490918,28,"41"
"POUSSET EX PIGERE","https://www.qualibat.com/resultat-de-la-recherche/pousset-ex-pigere-174793","21 LES RUES NEUVES, 28800 MONTBOISSIER","0601155832","sarlpousset@gmail.com","8351980290","83519802900018","7",537870,28,"41"
"BEZAULT SAS","https://www.qualibat.com/resultat-de-la-recherche/bezault-sas-23399","1 RUE PASTEUR, 28120 BAILLEAU LE PIN","0237253518","bezault.sas@wanadoo.fr","4481874500","44818745000011","16",1260000,28,"41"
"LANGLOIS CONSTRUCTIONS","https://www.qualibat.com/resultat-de-la-recherche/langlois-constructions-23520","5 RUE DENIS PAPIN, 28800 BONNEVAL","0237472636","sarl.langlois-constructions@orange.fr","4452001810","44520018100029","6",1270000,28,"41"
