"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"LUC EPIE","https://www.qualibat.com/resultat-de-la-recherche/luc-epie-114526","4 ALLEE DES COURLIS, 91940 LES ULIS","0164466241","lucepie@hotmail.fr","3311269200","33112692000031","1",247120,91,"86"
"LG BATIMENTS","https://www.qualibat.com/resultat-de-la-recherche/lg-batiments-171126","9 RUE DE LA MAISON ROUGE, 91340 OLLAINVILLE","0160838007","lgbatiments@free.fr","4899421770","48994217700028","7",1010000,91,"86"
"MRCI","https://www.qualibat.com/resultat-de-la-recherche/mrci-107872","36 RUE LA BELLE DES BELLES, 91600 SAVIGNY SUR ORGE","0169459965","mourao-94@hotmail.fr","5381356580","53813565800010","4",874794,91,"86"
"BOUILLET","https://www.qualibat.com/resultat-de-la-recherche/bouillet-110807","3 ALLÉE DES LAURIERS, 91620 LA VILLE DU BOIS","0169809069","etsbouillet.philippe@orange.fr","5244902570","52449025700010","1",116098,91,"86"
"UNIC RENOV","https://www.qualibat.com/resultat-de-la-recherche/unic-renov-161035","114 RUE DU TRIQUOIR ZA DE LA GEODE 2, 91690 GUILLERVAL","0164943004","contact@unicrenov.fr","5130902740","51309027400038","5",308712,91,"86"
"LA MIROITERIE YERROISE","https://www.qualibat.com/resultat-de-la-recherche/la-miroiterie-yerroise-127937","45 RUE PAUL DOUMER, 91330 YERRES","0169838770","miryer@orange.fr","5310282800","53102828000018","5",1290000,91,"86"
"APM BATIMENT","https://www.qualibat.com/resultat-de-la-recherche/apm-batiment-191331","3 BOULEVARD EMILE ZOLA, 91410 DOURDAN","0972872451","apmbatiment@yahoo.fr","7894114850","78941148500012","5",799591,91,"86"
"BAT ET PLUS","https://www.qualibat.com/resultat-de-la-recherche/bat-et-plus-115334","8 CHEMIN DE TABOR, 91310 LINAS","0164493313","batetplus@aol.com","4243490900","42434909000011","4",275785,91,"86"
"AFR POUSSIN","https://www.qualibat.com/resultat-de-la-recherche/afr-poussin-111082","11 AVENUE GABRIEL PÉRI, 91260 JUVISY SUR ORGE","0160484535","afr-91@orange.fr","4838807380","48388073800024","7",640498,91,"86"
"GUIBOUT CHRISTOPHE","https://www.qualibat.com/resultat-de-la-recherche/guibout-christophe-146806","4 IMPASSE MOLIERE, 91400 SACLAY","061132369","guibout.ets@gmail.com","4353460690","43534606900030","2",210861,91,"86"
"EURL MONDEL KEVIN","https://www.qualibat.com/resultat-de-la-recherche/eurl-mondel-kevin-152907","10 BIS RUE DES BOTTEAUX, 91810 VERT LE GRAND","0178835287","entreprise.mondel@hotmail.fr","5214593620","52145936200021","3",449881,91,"86"
