"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"AMIS OLIVIER - MENUISERIE CHARPENTE AMIS-LETTY","https://www.qualibat.com/resultat-de-la-recherche/amis-olivier---menuiserie-charpente-amis-letty-170254","ZONE ARTISANALE DE KERIEL, 29800 PLOUEDERN","0298211217","amis.letty@gmail.com","8294575630","82945756300015","7",564000,29,"35"
"BBM SARL","https://www.qualibat.com/resultat-de-la-recherche/bbm-sarl-146218","MOULIN DE BODISTER, 29600 PLOURIN LES MORLAIX","0615673523","benoitbourhis@hotmail.fr","5391853550","53918535500010","1",133464,29,"35"
"FINESTRA","https://www.qualibat.com/resultat-de-la-recherche/finestra-181666","410 ROBERT SCHUMAN, 29490 GUIPAVAS","0298102244","contact.quimper@finestra.fr","4815948510","48159485100042","10",1200000,29,"35"
"ATELIER BOIS LE ROUX","https://www.qualibat.com/resultat-de-la-recherche/atelier-bois-le-roux-161345","RHUN AR BLEIZ, 29650 GUERLESQUIN","0298728832","contact@atelierboislr.com","8181447190","81814471900015","1",115263,29,"35"
"BERIET FRANCIS","https://www.qualibat.com/resultat-de-la-recherche/beriet-francis-117237","ZONE INDUSTRIELLE DU MOROS 16 RUE DE PENZANCE, 29900 CONCARNEAU","0298505435","f.beriet@beriet.fr","4452801750","44528017500032","19",3270000,29,"35"
"KERGOZ MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/kergoz-menuiserie-119737","KERGOZ, 29380 BANNALEC","0298398865","francois.le-diouron@orange.fr","3989977420","39899774200026","1",168846,29,"35"
"MLB","https://www.qualibat.com/resultat-de-la-recherche/mlb-87090","ZAC DE PRAT PIP SUD 200 RUE ROBERT SCHUMAN, 29490 GUIPAVAS","0298427923","f.lamour@oriance.bzh","5088971540","50889715400037","21",1920000,29,"35"
"DHZ AGENCEMENT","https://www.qualibat.com/resultat-de-la-recherche/dhz-agencement-121878","1 RUE DU TREGOR, 29280 PLOUZANE","0981952030","secretariat@dhz-agencement.fr","7903939040","79039390400012","13",985671,29,"35"
"ARMORIC FACADES","https://www.qualibat.com/resultat-de-la-recherche/armoric-facades-76293","106 AV DE LA GARE, 29900 CONCARNEAU","0298604231","info@armoricfacades.fr","3989494380","39894943800046","4",372779,29,"35"
"HM RENOVATION","https://www.qualibat.com/resultat-de-la-recherche/hm-renovation-102977","1 RUE DE GRASSE, 29200 BREST","0298415870","contact@hmrenovation.fr","5286771070","52867710700039","16",1560000,29,"35"
"ARTISO","https://www.qualibat.com/resultat-de-la-recherche/artiso-177593","ZONE ARTISANALE DE CROAS AR NEIZIC, 29800 ST THONAN","0229616200","contact.artiso@gmail.com","8479735260","84797352600027","9",706530,29,"35"
"DOUGUET JEAN CHRISTOPHE","https://www.qualibat.com/resultat-de-la-recherche/douguet-jean-christophe-114565","LD TREMORGAD, 29190 PLEYBEN","0298263486","ajc-douguet@sfr.fr","4785422930","47854229300012","3",298595,29,"35"
"PENGAM ARNAUD","https://www.qualibat.com/resultat-de-la-recherche/pengam-arnaud-141108","ZA DE CROAS AR NEZIC, 29800 ST THONAN","0664300884","arnaud.pengam@hotmail.fr","7919612790","79196127900027","2",255399,29,"35"
"ABGRALL-DELANOE - ORIANCE","https://www.qualibat.com/resultat-de-la-recherche/abgrall-delanoe---oriance-56143","200 RUE ROBERT SCHUMAN, 29490 GUIPAVAS","0298427923","f.lamour@oriance.bzh","4804267580","48042675800037","50",6290000,29,"35"
