"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"MAUVE HABITAT SARL","https://www.qualibat.com/resultat-de-la-recherche/mauve-habitat-sarl-150010","1 MURAT, 23000 ST LEGER LE GUERETOIS","0555080662","mauvehabitat@gmail.com","8110921540","81109215400020","5",378284,23,"86"
"AUDEBERT J MICHEL","https://www.qualibat.com/resultat-de-la-recherche/audebert-j-michel-130588","VILLECORBEIX, 23000 STE FEYRE","0555417684","jeanmichel.audebert@orange.fr","3997282860","39972828600010","2",110450,23,"86"
"AMBIANCE BOIS","https://www.qualibat.com/resultat-de-la-recherche/ambiance-bois-104151","LA FERMERIE, 23340 FAUX LA MONTAGNE","0555679406","contact@ambiance-bois.com","3449201940","34492019400018","10",586400,23,"86"
"CARENTON CONTARIN SARL","https://www.qualibat.com/resultat-de-la-recherche/carenton-contarin-sarl-101685","3 RUE DU VIEUX PUITS, 23220 JOUILLAT","0555512394","carentoncontarin@neuf.fr","3408403540","34084035400021","6",620000,23,"86"
"IONER FRANCE","https://www.qualibat.com/resultat-de-la-recherche/ioner-france-117343","6 RUE ERIC TABARLY, 23000 GUERET","0555611668","contact@ioner-france.fr","5121041420","51210414200033","10",1920000,23,"86"
"LACOUR JEAN CLAUDE","https://www.qualibat.com/resultat-de-la-recherche/lacour-jean-claude-139573","CHEMIN DES AMOUREUX, 23230 GOUZON","0555623995","lacour.jeanclaude@club-internet.fr","3330649390","33306493900031","4",240000,23,"86"
"CHAPUZET ROMUALD","https://www.qualibat.com/resultat-de-la-recherche/chapuzet-romuald-71618","7 RUE DU JANOT, 23130 CHENERAILLES","0555629425","romuald.chapuzet@wanadoo.fr","4898110910","48981109100011","9",659231,23,"86"
"MATHIEU","https://www.qualibat.com/resultat-de-la-recherche/mathieu-105665","MARTEIX, 23300 ST AGNANT DE VERSILLAT","0555630107","francis.mathieu@a2cnet.com","3189986480","31899864800014","4",208620,23,"86"
"MENUISERIE ROBIN","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-robin-190066","ROUTE DE GUERET, 23380 AJAIN","0687543373","menuierie.robin@orange.fr","8936876320","89368763200016","1",NaN,23,"86"
"PARBAUD SARL","https://www.qualibat.com/resultat-de-la-recherche/parbaud-sarl-81291","2 RUE HENRI PLUYAUD, 23300 LA SOUTERRAINE","0555635528","parbaud@parbaud.fr","5081523860","50815238600019","21",2370000,23,"86"
"CREUSE FERMETURES","https://www.qualibat.com/resultat-de-la-recherche/creuse-fermetures-106059","22 RUE DU CROS ZI CHER DU PRAT, 23000 GUERET","0555417674","creuse.fermetures@wanadoo.fr","5346534310","53465343100021","12",1140000,23,"86"
"NAUCODIE ENTREPRISE","https://www.qualibat.com/resultat-de-la-recherche/naucodie-entreprise-138090","5 ROUTE DE LA VALLIERE, 23460 LE MONTEIL AU VICOMTE","0555649503","sarl.naucodie@wanadoo.fr","3982876310","39828763100012","3",244155,23,"86"
"GILLET PERE ET FILS","https://www.qualibat.com/resultat-de-la-recherche/gillet-pere-et-fils-123602","LE MANDEMENT, 23800 NAILLAT","0555892376","","4404260540","44042605400019","2",258290,23,"86"
"RENOV ISO CONSEIL SARL","https://www.qualibat.com/resultat-de-la-recherche/renov-iso-conseil-sarl-91388","17 LA BUSSIERE, 23160 ST SEBASTIEN","0555634315","renovisoconseil@wanadoo.fr","4414355750","44143557500010","8",1190000,23,"86"
"BRUNET JEROME ETS","https://www.qualibat.com/resultat-de-la-recherche/brunet-jerome-ets-105179","LE BOURG, 23360 NOUZEROLLES","0555897560","brunet.jerome23@orange.fr","5038373790","50383737900018","6",281910,23,"86"
"VILLEBONNET TAGUET","https://www.qualibat.com/resultat-de-la-recherche/villebonnet-taguet-180087","ROUTE DE MERINCHAL LETRADE, 23420 MERINCHAL","0555","structure.bois@orange.fr","8499422140","84994221400016","4",227184,23,"86"
"JM MULTISERVICES","https://www.qualibat.com/resultat-de-la-recherche/jm-multiservices-158286","MONTPLAISIR, 23170 LEPAUD","0555821751","jm23-multiservices@orange.fr","5287757520","52877575200017","1",35101,23,"86"
"PASCAL FAURE S.A.S","https://www.qualibat.com/resultat-de-la-recherche/pascal-faure-s-a-s-100707","2 RUE TISSIERE, 23400 SAINT DIZIER MASBARAUD","0555643514","ent.pascalfaure@orange.fr","8014656260","80146562600019","6",541387,23,"86"
"BERNARD MAURICE","https://www.qualibat.com/resultat-de-la-recherche/bernard-maurice-104147","14 ALLEE DE LA MONCHENY, 23320 ST VAURY","0555802034","bernard.sarl@wanadoo.fr","3852010820","38520108200018","6",328391,23,"86"
"FURLAN SEBASTIEN","https://www.qualibat.com/resultat-de-la-recherche/furlan-sebastien-182959","17 RUE DE RUFFIERS, 23240 LE GRAND BOURG","0677561346","maconnerie.furlan@gmail.com","8353197650","83531976500011","4",198209,23,"86"
"CHEVREUIL THIERRY SARL","https://www.qualibat.com/resultat-de-la-recherche/chevreuil-thierry-sarl-102386","LE 3 ET DEMI, 23320 FLEURAT","0686673492","thierry.chevreuil@orange.fr","5335786620","53357866200017","2",253761,23,"86"
