"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"VAILLANT MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/vaillant-menuiserie-98104","148 RUE PIERRE MENDES FRANCE, 62232 VENDIN LES BETHUNE","0321656742","vaillantmenuiseries@orange.fr","3876441560","38764415600037","7",750000,62,"35"
"ALEXANDRE DANIEL","https://www.qualibat.com/resultat-de-la-recherche/alexandre-daniel-119986","5 RUE HAUTE, 62140 FRESSIN","0321906683","ent.alexandre.daniel@orange.fr","4192279210","41922792100022","9",570985,62,"35"
"ISOL ET VOUS","https://www.qualibat.com/resultat-de-la-recherche/isol-et-vous-135967","18 R_SIDENCE D'AVALVILLE, 62113 VERQUIGNEUL","0698472705","marianne@isoletvous.fr","7891438230","78914382300019","9",843333,62,"35"
"DOMOTIX","https://www.qualibat.com/resultat-de-la-recherche/domotix-154959","20 B RUE DES MARECHAUX, 62124 BEAUMETZ LES CAMBRAI","0673501690","contact@bydomotix.fr","8033979830","80339798300039","3",491845,62,"35"
"SAUVAGE DAUTRICOURT SARL","https://www.qualibat.com/resultat-de-la-recherche/sauvage-dautricourt-sarl-59505","8 RUE EMILE BASLY, 62740 FOUQUIERES LES LENS","0321202491","lucsauvage@sauvagedautricourt.fr","3828487030","38284870300015","20",1220000,62,"35"
"FABIEN CHIEUX","https://www.qualibat.com/resultat-de-la-recherche/fabien-chieux-111759","34 ROUTE DE WINGLES, 62880 VENDIN LE VIEIL","0321372438","fabien.chieux@laposte.net","4139915970","41399159700019","1",164537,62,"35"
"MILLE ET UNE FENETRES DES HAUTS DE FRANCE","https://www.qualibat.com/resultat-de-la-recherche/mille-et-une-fenetres-des-hauts-de-france-184187","36 RUE ABBE JERZY POPIELUSZKO, 62300 LENS","0321776472","administratif.douvrin@milleetunefenetres.fr","8350289450","83502894500011","4",606654,62,"35"
"AB SERRURIER PROTECTION FERMETURES","https://www.qualibat.com/resultat-de-la-recherche/ab-serrurier-protection-fermetures-91773","14 AVENUE ALFRED MAES, 62300 LENS","0321283010","abserrurier@orange.fr","5128541910","51285419100040","15",1880000,62,"35"
"LABEL MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/label-menuiserie-132702","81 ROUTE DEPARTEMENTALE 943, 62120 AIRE SUR LA LYS","0321122158","labelmenuiserie@gmail.com","8078537260","80785372600014","3",229537,62,"35"
"ARTISAN D'AUTREFOIS","https://www.qualibat.com/resultat-de-la-recherche/artisan-d-autrefois-124469","5 PLACE LEPILLET, 62199 GOSNAY","0321622796","artisan.autrefois@gmail.com","4119320640","41193206400016","4",136720,62,"35"
