"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"LES BOISERIES ARTISANALES","https://www.qualibat.com/resultat-de-la-recherche/les-boiseries-artisanales-152665","740 ALLEE DE LA ZONE DES BONNETS, 74270 MUSIEGES","0450447615","lesboiseriesartisanales@orange.fr","3937824460","39378244600016","6",770454,74,"35"
"ARTI POSE MENUISERIE","https://www.qualibat.com/resultat-de-la-recherche/arti-pose-menuiserie-120440","64 ROUTE DE DALMAZ, 74330 LA BALME DE SILLINGY","0670705780","arti.pose.menuiserie@gmail.com","7997806220","79978062200012","1",90083,74,"35"
"ARTISAVOIE","https://www.qualibat.com/resultat-de-la-recherche/artisavoie-88240","12 RUE GERMAIN SOMMEILLER, 74100 ANNEMASSE","0450316283","artisavoie@wanadoo.fr","4487955830","44879558300047","11",1000000,74,"35"
"MENUISERIE EXPERT SARL","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-expert-sarl-136305","2 T ROUTE DE LA SALLE, 74960 ANNECY","0663217081","menuiserie.expert@live.fr","7520924780","75209247800037","10",950000,74,"35"
"PRO-RENOV 74","https://www.qualibat.com/resultat-de-la-recherche/pro-renov-74-187095","1215 ROUTE DE THONON, 74930 SCIENTRIER","0620898683","pro-renov74@orange.fr","8198317930","81983179300016","5",474072,74,"35"
"GURLIE SAS","https://www.qualibat.com/resultat-de-la-recherche/gurlie-sas-37019","601 ROUTE DE VALLON D'EN BAS, 74340 SAMOENS","0450344381","gurlie@orange.fr","3180834170","31808341700010","5",729900,74,"35"
"WOOD-MONTAGNE","https://www.qualibat.com/resultat-de-la-recherche/wood-montagne-102643","25 ROUTE DES PERDRIX, 74330 SILLINGY","0450052256","cbour@tryba.com","5322282930","53222829300041","10",1550000,74,"35"
"PVAM","https://www.qualibat.com/resultat-de-la-recherche/pvam-119729","ZAE LES ESSERTS 2 BIS RUE DE L' ARTISANAT, 74140 DOUVAINE","0450942459","pvam.contact@orange.fr","3452965370","34529653700045","3",429000,74,"35"
"ALP'ISOLATION","https://www.qualibat.com/resultat-de-la-recherche/alp-isolation-107233","3610 ROUTE D'ALBERVILLE, 74320 SEVRIER","0450524765","postmaster@alp-isolation.com","3323470870","33234708700055","11",1710000,74,"35"
"LS POSE","https://www.qualibat.com/resultat-de-la-recherche/ls-pose-121265","15 RUE DE MESSY, 74300 CLUSES","0663158433","ls.pose@orange.fr","5319405420","53194054200016","2",104000,74,"35"
