"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"ROCHÉ CHRISTIAN","https://www.qualibat.com/resultat-de-la-recherche/roch-christian-107542","19 RUE DE LA LAMPE, 89320 VAUMORT","0386882666","roche.christian.maconnerie@wanadoo.fr","3982268290","39822682900016","3",262358,89,"86"
"ETS CHRISTOPHE POULOT","https://www.qualibat.com/resultat-de-la-recherche/ets-christophe-poulot-150309","ZONE ARTISANALE LES CHAMPS CASSELINS, 89000 ST GEORGES SUR BAULCHE","0386481364","ets.poulot@orange.fr","4883304810","48833048100018","3",309260,89,"86"
"JNM ISOLATION PEINTURE","https://www.qualibat.com/resultat-de-la-recherche/jnm-isolation-peinture-114413","16 RUE DES PRES, 89400 ORMOY","0386406531","jacques.mary89@orange.fr","5137863350","51378633500028","3",196856,89,"86"
"SARL ETS VALET MARC","https://www.qualibat.com/resultat-de-la-recherche/sarl-ets-valet-marc-129801","1 RUE DE L EUROPE, 89380 APPOIGNY","0386530034","ets.valet-marc@wanadoo.fr","4376196200","43761962000036","7",457000,89,"86"
"TENDANCE BOIS SARL","https://www.qualibat.com/resultat-de-la-recherche/tendance-bois-sarl-111719","ZA DES CHAMPS GILBARDS, 89240 POURRAIN","0386740644","lucienlaroche@orange.fr","4879796500","48797965000024","2",201000,89,"86"
"FERREIRA J SARL","https://www.qualibat.com/resultat-de-la-recherche/ferreira-j-sarl-176532","33A RUE DU CHATEAU, 89800 CHABLIS","0386416544","entreprise.j.ferreira@orange.fr","8400520390","84005203900012","6",493876,89,"86"
"SENS MIROITERIE","https://www.qualibat.com/resultat-de-la-recherche/sens-miroiterie-111703","12 RUE DE LA FONTAINE D AZON, 89100 ST CLEMENT","0386653273","contact@sensmiroiterie.fr","4493809220","44938092200012","8",793000,89,"86"
"MENUISERIE GHIRARDI LAURENT","https://www.qualibat.com/resultat-de-la-recherche/menuiserie-ghirardi-laurent-123752","13 GRANDE RUE VIEUXCHAMPS, 89600 GERMIGNY","0386352194","laurent.ghirardi@nordnet.fr","5386396910","53863969100012","1",269375,89,"86"
"SAUTEREAU FRANCIS","https://www.qualibat.com/resultat-de-la-recherche/sautereau-francis-151524","38 AV DU GENERAL DE GAULLE, 89500 VILLENEUVE SUR YONNE","0682116173","francis.sautereau@wanadoo.fr","3248585960","32485859600020","1",152000,89,"86"
"VANTROU SARL","https://www.qualibat.com/resultat-de-la-recherche/vantrou-sarl-123840","20 HAMEAU CORVIGNOT, 89630 ST LEGER VAUBAN","0386322577","sarl@vantrou.fr","4891753640","48917536400012","2",274920,89,"86"
