"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"BARBAZANGE SARL","https://www.qualibat.com/resultat-de-la-recherche/barbazange-sarl-61957","LABROUILLAT, 19150 LAGUENNE","0555200311","barbazange.sarl@wanadoo.fr","3896572480","38965724800016","6",577131,19,"52"
"VERGNE J. ET FILS","https://www.qualibat.com/resultat-de-la-recherche/vergne-j-et-fils-61853"," 121 AVENUE RIBOT, 19100 BRIVE LA GAILLARDE","0555230226","ets-vergne-et-fils@wanadoo.fr","3342983530","33429835300023","2",169032,19,"52"
"MAISON TREUIL","https://www.qualibat.com/resultat-de-la-recherche/maison-treuil-87416","8 RUE GEORGES GIRARD CHEMIN DE LA DIGUE, 19130 OBJAT","0555250127","maison.treuil@laposte.net","5176123620","51761236200015","5",472972,19,"52"
"VACKIER-DELBOS","https://www.qualibat.com/resultat-de-la-recherche/vackier-delbos-61779","ESPACE COMMERCIAL DE  CUEILLE, 19000 TULLE","0555261125","delbos@delbos-vackier.fr","3879747510","38797475100019","35",3790000,19,"52"
"PLOMB ELEC SYSTEME","https://www.qualibat.com/resultat-de-la-recherche/plomb-elec-systeme-121111","LA GARE, 19270 USSAC","0555245281","contact@p-e-s.fr","5044945840","50449458400023","23",2540000,19,"52"
"DE FARIA MAURICE","https://www.qualibat.com/resultat-de-la-recherche/de-faria-maurice-160080","LA CROIX DE DUROUX, 19330 CHAMEYRAT","0555213445","maurice.defaria@orange.fr","8192286100","81922861000013","4",490000,19,"52"
"GRANSART ET FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/gransart-et-fils-sarl-61942","PONT DE CANA 34 AV ANDRE MALRAUX, 19100 BRIVE LA GAILLARDE","0555875450","sarl.gransart@gmail.com","3131509060","31315090600029","4",416585,19,"52"
"VEYSSIERE JEAN-PIERRE","https://www.qualibat.com/resultat-de-la-recherche/veyssiere-jean-pierre-61858"," LE MAZAUD, 19100 BRIVE LA GAILLARDE","0555868788","jeanpierreveyssiere@orange.fr","3156415710","31564157100023","2",307088,19,"52"
"LEMAIRE SAS","https://www.qualibat.com/resultat-de-la-recherche/lemaire-sas-61953","ZA SOLANE, 19000 TULLE","0555267377","lemaire.tulle@lemaire-cvc.fr","8258803050","82588030500024","30",3180000,19,"52"
"CLIM ENERGIE","https://www.qualibat.com/resultat-de-la-recherche/clim-energie-93482","56 AVENUE DU MARECHAL FOCH, 19318 BRIVE CEDEX","0555232363","clim-energie@wanadoo.fr","3995503420","39955034200048","26",3440000,19,"52"
"COUDERT JULIEN EURL","https://www.qualibat.com/resultat-de-la-recherche/coudert-julien-eurl-127922","49 RUE DE LA BORIE, 19300 EGLETONS","0678154268","coudert.julien@wanadoo.fr","4918903800","49189038000026","3",367566,19,"52"
"CHAUFFAGE 19","https://www.qualibat.com/resultat-de-la-recherche/chauffage-19-132587","AVENUE HENRI DUNANT PRACH, 19400 ARGENTAT","0555280873","nicolas.queval19@orange.fr","4194559770","41945597700035","5",453340,19,"52"
"SOUBRANNE SAS","https://www.qualibat.com/resultat-de-la-recherche/soubranne-sas-61840","83 AVENUE DE  VENTADOUR, 19300 EGLETONS","0555930592","sarl.soubranne@wanadoo.fr","3504386280","35043862800017","8",990000,19,"52"
"FAUGERAS THERMIQUE SANITAIRE","https://www.qualibat.com/resultat-de-la-recherche/faugeras-thermique-sanitaire-61901"," 5 RUE GASPERI, 19100 BRIVE LA GAILLARDE","0555241513","fts.sandrine@orange.fr","4079051810","40790518100027","16",1320000,19,"52"
"BRIGNAC CHAUFFAGE MAINTENANCE","https://www.qualibat.com/resultat-de-la-recherche/brignac-chauffage-maintenance-151327","MAURY LES MARNAS, 19310 BRIGNAC LA PLAINE","0555227939","brignac.chauffage.maintenance@gmail.com","8053187140","80531871400013","5",326387,19,"52"
"MYDOMELEC","https://www.qualibat.com/resultat-de-la-recherche/mydomelec-176126","ROUTE DU MOULIN À VENT, 19500 MEYSSAC","0651798361","fabrice.jalinier@mydomelec.fr","4813085180","48130851800028","2",207000,19,"52"
"FABRY EURL","https://www.qualibat.com/resultat-de-la-recherche/fabry-eurl-120663","332 RUE DU 19 MARS, 19600 ST PANTALEON DE LARCHE","0555874256","plombe.rit@aliceadsl.fr","4790876860","47908768600016","1",80260,19,"52"
"ROQUE ETS","https://www.qualibat.com/resultat-de-la-recherche/roque-ets-138141","LES PALINIERES, 19130 ST CYPRIEN","0619310693","stephaneroque@hotmail.fr","5233962570","52339625700017","1",122000,19,"52"
"TREILLE SAS","https://www.qualibat.com/resultat-de-la-recherche/treille-sas-61850","1053 ROUTE DE LA MANDRIE LES QUATRE ROUTE DE LONS, 19230 ST SORNIN LAVOLPS","0555733533","secretariat@treille.fr","4104128110","41041281100029","9",891668,19,"52"
"SURGET ET FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/surget-et-fils-sarl-61955","11 RUE DES ARENES, 19460 NAVES","0555261281","sarl-surget-et-fils@wanadoo.fr","4194355400","41943554000010","8",618209,19,"52"
"CEYRAT SARL","https://www.qualibat.com/resultat-de-la-recherche/ceyrat-sarl-61983","ZA RIOL DU BROS, 19220 SERVIERES LE CHATEAU","0555284518","ceyrat.sarl@wanadoo.fr","3532387280","35323872800029","3",360585,19,"52"
"DELCAMBRE SAS","https://www.qualibat.com/resultat-de-la-recherche/delcambre-sas-61914","1 RUE LOUIS RODAS, 19100 BRIVE LA GAILLARDE","0555873770","info@delcambre.fr","4097072700","40970727000032","29",3300000,19,"52"
"COUDRE MARCEL SARL","https://www.qualibat.com/resultat-de-la-recherche/coudre-marcel-sarl-61770","BOUQUET IMPASSE ANTOINE DUBAYLE, 19100 BRIVE LA GAILLARDE","0555889999","coudre@ets-coudre.fr","3933915450","39339154500026","20",2480000,19,"52"
"RUFFET-CHASTANET","https://www.qualibat.com/resultat-de-la-recherche/ruffet-chastanet-61874","30 RUE GÉNÉRAL DALTON, 19100 BRIVE LA GAILLARDE","0555240411","contact@ruffetchastanet.fr","6770200590","67702005900015","12",1020000,19,"52"
"CREMOUX ET FILS SARL","https://www.qualibat.com/resultat-de-la-recherche/cremoux-et-fils-sarl-61771"," 22 RUE DES TROIS ASTRONAUTES, 19360 MALEMORT SUR CORREZE","0555873440","sarl.cremoux.et.fils@orange.fr","4388421630","43884216300018","2",361950,19,"52"
"DORMESNIL SARL","https://www.qualibat.com/resultat-de-la-recherche/dormesnil-sarl-61784","6 RUE BECQUEREL, 19100 BRIVE LA GAILLARDE","0555848461","dormesnil@wanadoo.fr","4051033000","40510330000019","10",1320000,19,"52"
"LASSIAILLE SYLVAIN","https://www.qualibat.com/resultat-de-la-recherche/lassiaille-sylvain-126380","44 RUE DE LA ROUCHONIE, 19130 OBJAT","0698236452","sylvain.lassiaille@sfr.fr","5389596770","53895967700013","1",81241,19,"52"
"SITTELEC SARL","https://www.qualibat.com/resultat-de-la-recherche/sittelec-sarl-61992","ZA BRIVE OUEST 9 RUE ALFRED DESHORS, 19100 BRIVE LA GAILLARDE","0555170325","sittelec@wanadoo.fr","3901639880","39016398800038","11",1870000,19,"52"
"COMPTOIR GENERAL DES BOISSONS ET DES COMBUSTIBLES PAB","https://www.qualibat.com/resultat-de-la-recherche/comptoir-general-des-boissons-et-des-combustibles-pab-120656","ROUTE DE SARRAN, 19300 EGLETONS","0555931267","p.a.b.egletons@wanadoo.fr","8272801080","82728010800032","6",255840,19,"52"
"EINSARGUEIX ET FILS ETS","https://www.qualibat.com/resultat-de-la-recherche/einsargueix-et-fils-ets-138822","ZI LA GANE LACHAUD RUE LUCIEN DAVOUS, 19140 UZERCHE","0555730770","direction@einsargueix.fr","7523776970","75237769700020","7",552620,19,"52"
"BOURDET FREDERIC","https://www.qualibat.com/resultat-de-la-recherche/bourdet-frederic-127892","CHEMIN DE LAVARDE, 19600 ST PANTALEON DE LARCHE","0555869826","fredericbourdet@orange.fr","3901649600","39016496000036","1",177624,19,"52"
"SEBASTIEN PLOMBERIE","https://www.qualibat.com/resultat-de-la-recherche/sebastien-plomberie-140322","307 RUE DES NADAUDS, 19110 BORT LES ORGUES","0687773411","sebastien.plomberie@hotmail.fr","8091942770","80919427700012","1",103617,19,"52"
"FCP SERVICE","https://www.qualibat.com/resultat-de-la-recherche/fcp-service-176581","LA GARE, 19270 USSAC","0582840900","contact@fcpsav.fr","7923064090","79230640900022","12",1270000,19,"52"
