"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"LOPEZ SARL","https://www.qualibat.com/resultat-de-la-recherche/lopez-sarl-129762","11 RUE DE POURLIAT, 63110 BEAUMONT","0473271407","lopez-antonio@wanadoo.fr","3506608410","35066084100015","5",707765,63,"31"
"ALPHA COUVERTURE ZINGUERIE","https://www.qualibat.com/resultat-de-la-recherche/alpha-couverture-zinguerie-178854","RD 2089 LES QUATRES ROUTES, 63210 NEBOUZAT","0762091980","alphacouverturezinguerie@gmail.com","8404320660","84043206600016","3",205158,63,"31"
"SAOURA JULIEN","https://www.qualibat.com/resultat-de-la-recherche/saoura-julien-191697","LES FAYES, 63330 PIONSAT","0647595424","julien6303@laposte.net","8246136570","82461365700025","3",233021,63,"31"
"SARL DELEPINE","https://www.qualibat.com/resultat-de-la-recherche/sarl-delepine-66008","44 BIS ALLÉE DE LA CHAPELLE BP 18, 63260 AIGUEPERSE","0473636182","delepine-couverture@wanadoo.fr","3332446300","33324463000039","8",852391,63,"31"
"TARTIERE COUVERTURE CHARPENTE MENUISERIE  (CCMT)","https://www.qualibat.com/resultat-de-la-recherche/tartiere-couverture-charpente-menuiserie-ccmt--99328","LE BOURG COURNOLS, 63450 ST AMANT TALLENDE","0473783131","ccmtartiere@wanadoo.fr","3945501980","39455019800011","5",711692,63,"31"
"PLANET PHILIPPE SARL","https://www.qualibat.com/resultat-de-la-recherche/planet-philippe-sarl-134560","21 ZAC DU QUEUREUILH, 63240 LE MONT DORE","0473650693","philippe.planet675@orange.fr","7924551230","79245512300010","5",387712,63,"31"
"E BALTAZAR","https://www.qualibat.com/resultat-de-la-recherche/e-baltazar-158420","ZI LA VARENNE 2 RUE HENRI ET GILBERTE  GOUDIER ZI LA VARENNE, 63200 RIOM","0473631998","contact@entreprise-baltazar.fr","8129022860","81290228600010","14",1220000,63,"31"
"BACHELERIE CEDRIC","https://www.qualibat.com/resultat-de-la-recherche/bachelerie-cedric-144760","5 ROUTE DES MARTRES, 63720 ST IGNAT","0473383314","ceba2@orange.fr","4911540350","49115403500027","4",358238,63,"31"
"SAS PORTELINHA","https://www.qualibat.com/resultat-de-la-recherche/sas-portelinha-75054","ZA LA NOVIALLE  17 RUE DE LA SERRE , 63670 LA ROCHE BLANCHE","0473621757","contact@portelinha.com","4984773140","49847731400039","10",1870000,63,"31"
"SORECO AUVERGNE","https://www.qualibat.com/resultat-de-la-recherche/soreco-auvergne-78785","ZI DE LAVAUR, 63500 ISSOIRE","0473542150","mail@soreco-auvergne.com","4027664300","40276643000027","25",7170000,63,"31"
