"Nom entreprise","Site web","Adresse","Telephone","Email","Siren","Siret","Effectif","Chiffre d'affaires","Département","Groupe"
"THERMIDOR","https://www.qualibat.com/resultat-de-la-recherche/thermidor-160695","25 AV PAUL LAFARGUE, 66350 TOULOUGES","0468554444","stethermidor@wanadoo.fr","3298712970","32987129700043","10",940525,66,"52"
"OLIVE ET FILS","https://www.qualibat.com/resultat-de-la-recherche/olive-et-fils-154963","18 RUE HERMES ZA LOS PALAUS II, 66170 MILLAS","","olivemathieu.tutu@gmail.com","5383337090","53833370900011","6",305306,66,"52"
"FLUIDES CONCEPT 66","https://www.qualibat.com/resultat-de-la-recherche/fluides-concept-66-97186","483 RUE JEAN-BAPTISTE BIOT, 66000 PERPIGNAN","0468341829","fluidesc66@hotmail.fr","7928554540","79285545400023","22",2980000,66,"52"
"ROSICH FRERES","https://www.qualibat.com/resultat-de-la-recherche/rosich-freres-143678","PLACETA DEL SENGLAR, 66300 CAMELAS","0603281340","rosichfreres@gmail.com","4500250020","45002500200038","1",15000,66,"52"
"LAFON ET FILS","https://www.qualibat.com/resultat-de-la-recherche/lafon-et-fils-131836","12 RUE TERME DE BAIX, 66380 PIA","0468631468","sarllafonetfils@orange.fr","4196051670","41960516700016","2",238245,66,"52"
"ALDELEC","https://www.qualibat.com/resultat-de-la-recherche/aldelec-103454","12 RUE GEORGES BIZET, 66350 TOULOUGES","0468831720","aldelec.delarche@gmail.com","5339522970","53395229700026","7",652498,66,"52"
"ITC","https://www.qualibat.com/resultat-de-la-recherche/itc-3758","90 AVENUE DU LANGUEDOC, 66000 PERPIGNAN","0468638130","itc@itc-clim.com","4229814490","42298144900024","8",466102,66,"52"
"THERMICIEN CONFORT","https://www.qualibat.com/resultat-de-la-recherche/thermicien-confort-127663","7 AVENUE DE L'ALZINE, 66600 RIVESALTES","0468642177","thermicienconfort@gmail.com","7936570730","79365707300029","5",453376,66,"52"
"FLAMGAZ","https://www.qualibat.com/resultat-de-la-recherche/flamgaz-149956","ZA LAS BIGUES III 6 RUE DU PILOU BP 2, 66140 CANET EN ROUSSILLON","0468806036","contact@flamgaz.com","4191301820","41913018200019","8",438000,66,"52"
"CHAUFFAGE SANITAIRE CATALAN","https://www.qualibat.com/resultat-de-la-recherche/chauffage-sanitaire-catalan-3621","25 RUE DU RIVAGE, 66000 PERPIGNAN","0468547222","chauffage.sanitaire@cegetel.net","3888330630","38883306300067","8",507692,66,"52"
"NRJ PLOMBERIE CHAUFFAGE","https://www.qualibat.com/resultat-de-la-recherche/nrj-plomberie-chauffage-120173","38 BOULEVARD FREDERIC MISTRAL, 66000 PERPIGNAN","0468673700","contact@nrj-plomberie.com","5333094720","53330947200017","9",586538,66,"52"
"GROUPE AE ENERGIE","https://www.qualibat.com/resultat-de-la-recherche/groupe-ae-energie-181698","8 RUE DU BOULEAU ZA LA POUDRIERE, 66380 PIA","0468872229","alain.patrick66@orange.fr","8777050790","87770507900029","10",400000,66,"52"
"ENGIE HOME SERVICES","https://www.qualibat.com/resultat-de-la-recherche/engie-home-services-117062","14 AVENUE ANDRE  AMPERE, 66330 CABESTANY","0468555002","melanie.riether@engie.com","3013405840","30134058405045","10",2009999.9999999998,66,"52"
"MARC PLOMBERIE","https://www.qualibat.com/resultat-de-la-recherche/marc-plomberie-111809","2 RUE CARDAN, 66350 TOULOUGES","0468853717","marcplomberie@wanadoo.fr","3347079400","33470794000030","14",1350000,66,"52"
"ART ET ELEC","https://www.qualibat.com/resultat-de-la-recherche/art-et-elec-170240","8 RUE DENIS PAPIN, 66280 SALEILLES","0434298118","artetelec@hotmail.com","8307798720","83077987200027","9",398081,66,"52"
"CAPDET SERVICE","https://www.qualibat.com/resultat-de-la-recherche/capdet-service-159314","10AVENUE PAUL ALDUY, 66100 PERPIGNAN","0468667916","capdetservice@capdet.net","8142254960","81422549600011","6",229000,66,"52"
"SOMEDIS ENERGIES SERVICES","https://www.qualibat.com/resultat-de-la-recherche/somedis-energies-services-94222","RN 9, 66380 PIA","0468524848","y.isebe@somedis.fr","3199962030","31999620300018","22",18670000,66,"52"
"T2S","https://www.qualibat.com/resultat-de-la-recherche/t2s-113719","2 RUE GUSTAVE EIFFEL, 66470 STE MARIE","0468525583","t2s@orange.fr","4805928800","48059288000029","5",336592,66,"52"
"MITI","https://www.qualibat.com/resultat-de-la-recherche/miti-125945","12 AV AMPERE MAS GUERIDO, 66330 CABESTANY","0468671578","miti@miti-ims.fr","5243970560","52439705600028","15",1340000,66,"52"
"DEPASUD SARL","https://www.qualibat.com/resultat-de-la-recherche/depasud-sarl-78240","ZAI 22 RUE LAVOISIER, 66200 ELNE","0468216844","depasud@gmail.com","5033713610","50337136100018","3",508965,66,"52"
"SOTHECO","https://www.qualibat.com/resultat-de-la-recherche/sotheco-167260","27 RUE DE LA POSTE, 66610 VILLENEUVE LA RIVIERE","0646383806","sotheco66@gmail.com","5351421370","53514213700038","1",118591,66,"52"
"PROXISERVE","https://www.qualibat.com/resultat-de-la-recherche/proxiserve-166612","95 AVENUE DU MARÉCHAL KOENIG (EX.MARÉCHAL JUIN), 66100 PERPIGNAN","0468665302","sboissady@proxiserve.fr","3348737260","33487372600536","8",860243,66,"52"
"ROGER RENARD ENTREPRISE","https://www.qualibat.com/resultat-de-la-recherche/roger-renard-entreprise-3508","2549 CHEMIN DE MAILLOLES, 66000 PERPIGNAN","0468879600","contact@roger-renard.fr","3018631630","30186316300012","27",5960000,66,"52"
